id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
1212 , "3HSPJ133025.1+700138" , "5BZBJ1330+7001" , "13 30 25.8" , "+70 01 37.99" , "21.2" , "0.2" , "-12.1" , 0.32 , "4FGL J1330.2+7002" , "1.84" , "2WHSPJ133025.7+700137"
1213 , "3HSPJ133040.7+565520" , "5BZBJ1330+5655" , "13 30 40.68" , "+56 55 19.99" , "17.3" , "0.06" , "-12.6" , 0.1 , "" , "1.85" , "2WHSPJ133040.6+565519"
1214 , "3HSPJ133044.2+470359" , "" , "13 30 44.21" , "+47 03 59.0" , "2.8" , "0.02" , "-13.4" , 0.02 , "" , "" , "2WHSPJ133044.2+470359"
1215 , "3HSPJ133046.0+113940" , "" , "13 30 46.02" , "+11 39 39.99" , "1.4" , "" , "-12.7?" , 0.08 , "" , "" , "2WHSPJ133046.0+113939"
1216 , "3HSPJ133102.9+565541" , "5BZGJ1331+5655" , "13 31 02.91" , "+56 55 41.01" , "3.2" , "0.3" , "-12.1" , 0.32 , "4FGL J1331.0+5653" , "1.85" , "2WHSPJ133102.8+565541"
1217 , "3HSPJ133105.1-002221" , "5BZBJ1331-0022" , "13 31 05.7" , "-00 22 21.0" , "10.1" , "0.14" , "-12.6" , 0.1 , "" , "" , "2WHSPJ133105.7-002221"
1218 , "3HSPJ133155.0-125816" , "" , "13 31 55.3" , "-12 58 15.99" , "37.9" , "0.02" , "-12.9" , 0.05 , "" , "2.38" , ""
1219 , "3HSPJ133302.1-125916" , "" , "13 33 02.11" , "-12 59 16.0" , "3.7" , "" , "-12.3" , 0.2 , "" , "2.42" , ""
1220 , "3HSPJ133326.0+623541" , "5BZBJ1333+6235" , "13 33 25.97" , "+62 35 40.99" , "8.3" , "" , "-12.5" , 0.13 , "" , "" , "2WHSPJ133325.9+623540"
1221 , "3HSPJ133529.8-295038" , "5BZBJ1335-2950" , "13 35 29.75" , "-29 50 38.0" , "10.8" , "1.34" , "-11.8" , 0.63 , "4FGL J1335.3-2949" , "2.05" , "2WHSPJ133529.7-295038"
1222 , "3HSPJ133612.1+231958" , "5BZBJ1336+2319" , "13 36 12.11" , "+23 19 58.0" , "13.8" , "0.21" , "-12.1" , 0.32 , "4FGL J1336.2+2320" , "1.92" , "2WHSPJ133612.1+231958"
1223 , "3HSPJ133647.2+602049" , "" , "13 36 47.21" , "+60 20 48.98" , "5.7" , "0.06" , "-12.7?" , 0.08 , "" , "" , "2WHSPJ133647.2+602048"
1224 , "3HSPJ133806.4-093114" , "" , "13 38 06.35" , "-09 31 14.01" , "4.3" , "0.03" , "-12.8" , 0.06 , "" , "" , "2WHSPJ133806.3-093114"
1225 , "3HSPJ133844.7+412231" , "" , "13 38 44.66" , "+41 22 31.0" , "" , "0.05" , "-12.8" , 0.06 , "" , "" , "2WHSPJ133844.4+412211"
1226 , "3HSPJ133922.1+474213" , "" , "13 39 22.12" , "+47 42 12.99" , "1.6" , "0.02" , "-12.9" , 0.05 , "" , "" , "2WHSPJ133922.0+474212"
1227 , "3HSPJ133937.1+183059" , "" , "13 39 37.8" , "+18 30 59.0" , "3.3" , "0.35" , "-12.2" , 0.25 , "" , "" , "2WHSPJ133937.8+183059"
1228 , "3HSPJ134029.8+441004" , "5BZBJ1340+4410" , "13 40 29.81" , "+44 10 04.0" , "57.3" , "0.5" , "-11.9" , 0.5 , "4FGL J1340.5+4409" , "1.93" , "2WHSPJ134029.8+441004"
1229 , "3HSPJ134042.0-041006" , "" , "13 40 42.01" , "-04 10 05.98" , "27.2" , "0.2" , "-12" , 0.4 , "4FGL J1340.8-0409" , "1.98" , "2WHSPJ134042.0-041005"
1230 , "3HSPJ134105.0+395945" , "5BZGJ1341+3959" , "13 41 05.1" , "+39 59 44.98" , "88.9" , "1.55" , "-11.6" , 1 , "4FGL J1341.2+3958" , "2.54" , "2WHSPJ134105.1+395944"
1231 , "3HSPJ134223.0-313557" , "" , "13 42 23.4" , "-31 35 57.01" , "88.3" , "" , "-11.9" , 0.5 , "" , "" , "2WHSPJ134223.4-313557"
1232 , "3HSPJ134240.3+093911" , "" , "13 42 40.31" , "+09 39 11.01" , "2.5" , "0.06" , "-12.4" , 0.16 , "" , "1.87" , "2WHSPJ134240.3+093911"
1233 , "3HSPJ134249.8+035846" , "" , "13 42 49.79" , "+03 58 45.98" , "1.7" , "0.12" , "-12.6" , 0.1 , "" , "" , "2WHSPJ134249.6+035845"
1234 , "3HSPJ134251.1-353142" , "" , "13 42 51.05" , "-35 31 41.98" , "28.7" , "0.17" , "-12.2" , 0.25 , "" , "" , "2WHSPJ134251.0-353141"
1235 , "3HSPJ134347.5+002023" , "" , "13 43 47.45" , "+00 20 22.99" , "2.8" , "" , "-12.8" , 0.06 , "" , "" , "2WHSPJ134347.4+002022"
1236 , "3HSPJ134428.2+045029" , "" , "13 44 28.24" , "+04 50 29.0" , "1.5" , "0.12" , "-12.8?" , 0.06 , "" , "" , "2WHSPJ134428.1+045029"
1237 , "3HSPJ134525.2+231038" , "" , "13 45 25.19" , "+23 10 37.99" , "0.9" , "0.09" , "-12.6" , 0.1 , "" , "" , "2WHSPJ134525.0+231037"
1238 , "3HSPJ134545.0+702903" , "" , "13 45 45.0" , "+70 29 03.01" , "6.1" , "0.04" , "-12.6" , 0.1 , "" , "" , "2WHSPJ134544.9+702903"
1239 , "3HSPJ134621.3+080837" , "" , "13 46 21.34" , "+08 08 36.99" , "3.5" , "0.18" , "-12.6?" , 0.1 , "" , "" , "2WHSPJ134621.3+080836"
1240 , "3HSPJ134706.9-295842" , "" , "13 47 06.88" , "-29 58 41.98" , "25.7" , "" , "-11.5" , 1.26 , "4FGL J1347.1-2959" , "1.74" , "2WHSPJ134706.7-295841"
1241 , "3HSPJ134853.0+075647" , "5BZGJ1348+0756" , "13 48 53.4" , "+07 56 47.0" , "53.3" , "0.54" , "-12" , 0.4 , "" , "" , "2WHSPJ134853.3+075647"
1242 , "3HSPJ134951.1+421647" , "" , "13 49 51.12" , "+42 16 46.99" , "1.6" , "0.12" , "-12.4" , 0.16 , "" , "" , "2WHSPJ134951.1+421646"
1243 , "3HSPJ135043.9-310927" , "" , "13 50 43.87" , "-31 09 26.99" , "15.5" , "0.28" , "-12" , 0.4 , "" , "" , "2WHSPJ135043.7-310926"
1244 , "3HSPJ135117.5-153016" , "" , "13 51 17.45" , "-15 30 15.98" , "23.8" , "" , "-12.1?" , 0.32 , "4FGL J1351.4-1529" , "2.4" , ""
1245 , "3HSPJ135120.9+111453" , "5BZBJ1351+1114" , "13 51 20.85" , "+11 14 53.01" , "42.9" , "0.45" , "-11.7" , 0.79 , "4FGL J1351.3+1115" , "1.71" , "2WHSPJ135120.8+111453"
1246 , "3HSPJ135127.0-000116" , "" , "13 51 26.99" , "-00 01 15.99" , "1.7" , "0.01" , "-13.1" , 0.03 , "" , "" , "2WHSPJ135126.9-000115"
1247 , "3HSPJ135133.0-263318" , "" , "13 51 32.99" , "-26 33 17.99" , "23.1" , "" , "-11.9" , 0.5 , "" , "" , "2WHSPJ135132.8-263317"
1248 , "3HSPJ135156.3-242307" , "" , "13 51 56.33" , "-24 23 07.0" , "29.4" , "" , "-12?" , 0.4 , "" , "" , ""
1249 , "3HSPJ135159.7+041212" , "" , "13 51 59.68" , "+04 12 11.98" , "4.3" , "0.15" , "-12.6" , 0.1 , "" , "" , "2WHSPJ135159.5+041211"
1250 , "3HSPJ135206.9+425237" , "" , "13 52 06.86" , "+42 52 36.98" , "3.8" , "0.11" , "-12.6?" , 0.1 , "" , "" , "2WHSPJ135206.7+425236"
1251 , "3HSPJ135328.0+560056" , "5BZBJ1353+5600" , "13 53 28.04" , "+56 00 56.01" , "15" , "0.64" , "-12" , 0.4 , "4FGL J1353.4+5600" , "2.28" , "2WHSPJ135328.0+560056"
1252 , "3HSPJ135340.2-663957" , "" , "13 53 40.21" , "-66 39 56.98" , "" , "0.54" , "-11.3" , 2 , "4FGL J1353.6-6640" , "1.91" , "2WHSPJ135340.2-663958"
1253 , "3HSPJ135345.2-393710" , "" , "13 53 45.17" , "-39 37 09.98" , "42.6" , "" , "-12.1" , 0.32 , "4FGL J1353.7-3936" , "1.61" , "2WHSPJ135345.1-393709"
1254 , "3HSPJ135406.7+532744" , "" , "13 54 06.66" , "+53 27 43.99" , "3.6" , "0.07" , "-12.6" , 0.1 , "" , "" , "2WHSPJ135406.6+532743"
1255 , "3HSPJ135537.0+251508" , "" , "13 55 37.4" , "+25 15 07.99" , "15.9" , "" , "-12.7?" , 0.08 , "" , "" , "2WHSPJ135537.3+251507"
1256 , "3HSPJ135650.1-071337" , "" , "13 56 50.13" , "-07 13 36.98" , "5" , "0.21" , "-12.4" , 0.16 , "" , "" , "2WHSPJ135650.1-071336"
1257 , "3HSPJ135713.0-014600" , "5BZBJ1357-0146" , "13 57 12.95" , "-01 46 00.01" , "15.1" , "0.22" , "-12.2?" , 0.25 , "" , "" , "2WHSPJ135712.9-014600"
1258 , "3HSPJ135758.3+055128" , "" , "13 57 58.29" , "+05 51 28.0" , "4.8" , "" , "-13.1" , 0.03 , "" , "" , "2WHSPJ135758.2+055128"
1259 , "3HSPJ135856.2+365424" , "" , "13 58 56.21" , "+36 54 24.01" , "8" , "0.06" , "-12.9" , 0.05 , "" , "" , "2WHSPJ135856.2+365424"
1260 , "3HSPJ135908.1+332206" , "" , "13 59 08.8" , "+33 22 05.98" , "6.4" , "0.06" , "-12.9" , 0.05 , "" , "" , "2WHSPJ135908.8+332205"
1261 , "3HSPJ135922.7-020010" , "5BZBJ1359-0200" , "13 59 22.67" , "-02 00 10.0" , "20.5" , "0.28" , "-12.4" , 0.16 , "" , "" , "2WHSPJ135922.6-020010"
1262 , "3HSPJ140022.1-400823" , "" , "14 00 22.08" , "-40 08 22.99" , "6.9" , "0.64" , "-12.1" , 0.32 , "4FGL J1400.2-4010" , "2.04" , "2WHSPJ140022.0-400822"
1263 , "3HSPJ140027.1-293936" , "" , "14 00 27.09" , "-29 39 36.0" , "4.4" , "0.32" , ">-12.1" , 0.32 , "" , "" , "2WHSPJ140027.0-293936"
1264 , "3HSPJ140121.1+520928" , "5BZBJ1401+5209" , "14 01 21.13" , "+52 09 28.0" , "17.1" , "0.19" , ">-12" , 0.4 , "" , "" , "2WHSPJ140121.1+520928"
1265 , "3HSPJ140150.2-294149" , "" , "14 01 50.22" , "-29 41 48.98" , "64.3" , "0.34" , "-12.2" , 0.25 , "" , "" , "2WHSPJ140150.2-294148"
1266 , "3HSPJ140203.8+674104" , "" , "14 02 03.83" , "+67 41 03.98" , "11.7" , "0.04" , "-12.2" , 0.25 , "" , "" , "2WHSPJ140203.7+674103"
1267 , "3HSPJ140245.1+632020" , "" , "14 02 45.09" , "+63 20 20.0" , "2.1" , "0.05" , "-12.5?" , 0.13 , "" , "" , "2WHSPJ140244.9+632020"
1268 , "3HSPJ140350.3+243304" , "" , "14 03 50.28" , "+24 33 03.99" , "7" , "0.14" , "-12.3" , 0.2 , "" , "" , "2WHSPJ140350.2+243303"
1269 , "3HSPJ140449.6+655431" , "5BZBJ1404+6554" , "14 04 49.61" , "+65 54 30.99" , "15.5" , "0.31" , "-11.9" , 0.5 , "4FGL J1404.8+6554" , "2.09" , "2WHSPJ140449.6+655430"
1270 , "3HSPJ140450.9+040202" , "5BZBJ1404+0402" , "14 04 50.89" , "+04 02 02.0" , "42.4" , "1.04" , "-11.4" , 1.58 , "4FGL J1404.8+0402" , "1.98" , "2WHSPJ140450.8+040202"
1271 , "3HSPJ140519.6+305351" , "" , "14 05 19.62" , "+30 53 51.0" , "6.9" , "0.13" , "-12.6" , 0.1 , "" , "" , "2WHSPJ140519.6+305351"
1272 , "3HSPJ140550.2+231113" , "" , "14 05 50.21" , "+23 11 12.98" , "7.3" , "0.08" , "-12.7" , 0.08 , "" , "" , "2WHSPJ140550.2+231112"
1273 , "3HSPJ140609.6-250809" , "" , "14 06 09.59" , "-25 08 08.98" , "30.8" , "0.17" , "-12" , 0.4 , "4FGL J1406.1-2508" , "1.89" , "2WHSPJ140609.5-250808"
1274 , "3HSPJ140630.0-393509" , "5BZBJ1406-3935" , "14 06 30.01" , "-39 35 08.98" , "12.4" , "1.76" , "-12" , 0.4 , "4FGL J1406.6-3934" , "1.46" , "2WHSPJ140629.9-393508"
1275 , "3HSPJ140630.2+123620" , "5BZBJ1406+1236" , "14 06 30.18" , "+12 36 20.01" , "6.3" , "0.57" , "-12?" , 0.4 , "" , "" , "2WHSPJ140630.1+123620"
1276 , "3HSPJ140635.8-005548" , "" , "14 06 35.83" , "-00 55 48.0" , "10.8" , "0.17" , "-12.1" , 0.32 , "" , "" , "2WHSPJ140635.8-005548"
1277 , "3HSPJ140641.0+481824" , "" , "14 06 41.4" , "+48 18 24.01" , "7.4" , "0.07" , "-12.5" , 0.13 , "" , "" , "2WHSPJ140641.4+481824"
1278 , "3HSPJ140642.7+530833" , "5BZBJ1406+5308" , "14 06 42.73" , "+53 08 32.99" , "11.4" , "0.07" , "-12.8" , 0.06 , "" , "" , "2WHSPJ140642.7+530832"
1279 , "3HSPJ140653.5+272606" , "" , "14 06 53.54" , "+27 26 05.99" , "7.7" , "0.28" , "-12.3" , 0.2 , "" , "" , "2WHSPJ140653.5+272605"
1280 , "3HSPJ140659.2+164207" , "5BZBJ1406+1642" , "14 06 59.18" , "+16 42 06.98" , "8.4" , "0.92" , "-11.8" , 0.63 , "4FGL J1406.9+1643" , "1.65" , "2WHSPJ140659.1+164206"
1281 , "3HSPJ140705.3+104810" , "" , "14 07 05.29" , "+10 48 10.0" , "13.4" , "0.13" , "-12.5" , 0.13 , "" , "" , "2WHSPJ140705.2+104810"
1282 , "3HSPJ140711.0-184215" , "" , "14 07 11.4" , "-18 42 15.01" , "4.7" , "0.12" , "-12.5" , 0.13 , "" , "" , ""
1283 , "3HSPJ140713.1-070939" , "" , "14 07 13.08" , "-07 09 38.98" , "7.5" , "" , "-12.4" , 0.16 , "" , "" , "2WHSPJ140713.0-070938"
1284 , "3HSPJ140734.1+120941" , "" , "14 07 34.08" , "+12 09 41.0" , "3.2" , "0.09" , "-12.9" , 0.05 , "" , "" , "2WHSPJ140734.0+120941"
1285 , "3HSPJ140848.2+221433" , "" , "14 08 48.15" , "+22 14 32.99" , "15.5" , "" , "-12.7" , 0.08 , "" , "" , "2WHSPJ140848.1+221432"
1286 , "3HSPJ140919.1+135240" , "5BZBJ1409+1352" , "14 09 19.11" , "+13 52 40.0" , "7.3" , "0.67" , "-12.1?" , 0.32 , "" , "" , "2WHSPJ140919.0+135240"
1287 , "3HSPJ140923.1+593940" , "5BZBJ1409+5939" , "14 09 23.5" , "+59 39 39.99" , "36.6" , "0.24" , "-12.3" , 0.2 , "" , "" , "2WHSPJ140923.5+593939"
1288 , "3HSPJ140954.9-104857" , "" , "14 09 54.88" , "-10 48 56.98" , "38.5" , "0.1" , "-12.3" , 0.2 , "" , "" , "2WHSPJ140954.7-104856"
1289 , "3HSPJ141003.9+051557" , "5BZBJ1410+0515" , "14 10 03.91" , "+05 15 56.98" , "9.5" , "0.04" , "-12.7" , 0.08 , "" , "" , "2WHSPJ141003.9+051556"
1290 , "3HSPJ141012.4+113547" , "" , "14 10 12.35" , "+11 35 47.0" , "3" , "0.16" , "-12.5" , 0.13 , "" , "" , "2WHSPJ141012.3+113547"
1291 , "3HSPJ141027.1+275954" , "" , "14 10 27.05" , "+27 59 53.98" , "8.7" , "0.06" , "-12.9" , 0.05 , "" , "1.52" , "2WHSPJ141027.0+275953"
1292 , "3HSPJ141029.6+282055" , "5BZBJ1410+2820" , "14 10 29.56" , "+28 20 54.99" , "28.9" , "0.44" , "-11.9" , 0.5 , "4FGL J1410.4+2820" , "1.97" , "2WHSPJ141029.6+282056"
1293 , "3HSPJ141030.8+610012" , "5BZBJ1410+6100" , "14 10 30.83" , "+61 00 11.98" , "11.6" , "0.24" , "-12.3" , 0.2 , "" , "" , "2WHSPJ141030.7+610011"
1294 , "3HSPJ141046.0+740511" , "" , "14 10 46.0" , "+74 05 11.0" , "" , "" , "-12.4" , 0.16 , "4FGL J1410.7+7405" , "2.16" , ""
1295 , "3HSPJ141133.0-072253" , "" , "14 11 33.3" , "-07 22 53.0" , "94.5" , "" , "-12.4" , 0.16 , "4FGL J1411.5-0723" , "1.9" , ""
1296 , "3HSPJ141136.4-024033" , "" , "14 11 36.36" , "-02 40 32.98" , "11.9" , "0.12" , "-13?" , 0.04 , "" , "" , "2WHSPJ141136.3-024032"
1297 , "3HSPJ141140.6+340424" , "5BZBJ1411+3404" , "14 11 40.56" , "+34 04 23.98" , "70.1" , "0.08" , "-12.5" , 0.13 , "" , "" , "2WHSPJ141140.4+340423"
1298 , "3HSPJ141208.2+383521" , "" , "14 12 08.22" , "+38 35 21.01" , "3.2" , "" , "-12.8" , 0.06 , "4FGL J1412.0+3836" , "1.85" , ""
1299 , "3HSPJ141324.1+484535" , "" , "14 13 24.6" , "+48 45 34.99" , "1.6" , "0.01" , "-13.6" , 0.01 , "" , "" , "2WHSPJ141324.5+484534"
1300 , "3HSPJ141358.0+764455" , "" , "14 13 58.4" , "+76 44 54.99" , "7.3" , "0.42" , "-11.4" , 1.58 , "" , "" , "2WHSPJ141358.3+764454"
1301 , "3HSPJ141409.3+343058" , "5BZGJ1414+3430" , "14 14 09.27" , "+34 30 57.99" , "4.8" , "0.14" , "-12.4" , 0.16 , "" , "" , "2WHSPJ141409.1+343057"
1302 , "3HSPJ141427.0+035752" , "" , "14 14 27.0" , "+03 57 51.98" , "4.3" , "0.46" , "-11.9" , 0.5 , "" , "" , "2WHSPJ141427.3+035800"
1303 , "3HSPJ141446.0+163907" , "" , "14 14 46.2" , "+16 39 06.98" , "6.8" , "0.11" , "-12.8?" , 0.06 , "" , "" , "2WHSPJ141446.1+163906"
1304 , "3HSPJ141457.7-002058" , "" , "14 14 57.72" , "-00 20 57.98" , "5.9" , "" , "-12.6" , 0.1 , "" , "" , ""
1305 , "3HSPJ141612.2-241813" , "5BZBJ1416-2418" , "14 16 12.17" , "-24 18 12.99" , "73" , "0.3" , "-12.2" , 0.25 , "4FGL J1416.1-2417" , "1.85" , ""
1306 , "3HSPJ141706.5+624638" , "" , "14 17 06.54" , "+62 46 37.99" , "3.5" , "0.04" , "-12.7?" , 0.08 , "" , "" , "2WHSPJ141706.4+624637"
1307 , "3HSPJ141750.1+593527" , "" , "14 17 50.09" , "+59 35 26.98" , "3.3" , "0.03" , "-12.9" , 0.05 , "" , "" , "2WHSPJ141749.9+593526"
1308 , "3HSPJ141756.7+254325" , "5BZBJ1417+2543" , "14 17 56.66" , "+25 43 24.99" , "89.7" , "4.16" , "-11.1" , 3.16 , "4FGL J1417.9+2543" , "2.16" , "2WHSPJ141756.5+254324"
1309 , "3HSPJ141821.7+355355" , "" , "14 18 21.72" , "+35 53 54.99" , "6.6" , "0.08" , "-12.8" , 0.06 , "" , "" , ""
1310 , "3HSPJ141826.3-023334" , "5BZBJ1418-0233" , "14 18 26.33" , "-02 33 33.98" , "34.7" , "1.93" , "-11" , 3.98 , "4FGL J1418.4-0233" , "1.71" , "2WHSPJ141826.2-023333"
1311 , "3HSPJ141828.1+354249" , "" , "14 18 28.6" , "+35 42 48.99" , "61.2" , "" , "-12.2" , 0.25 , "4FGL J1418.4+3543" , "2.06" , ""
1312 , "3HSPJ141839.7+243332" , "" , "14 18 39.72" , "+24 33 32.0" , "0.8" , "" , "-12.9?" , 0.05 , "" , "" , "2WHSPJ141839.7+243332"
1313 , "3HSPJ141900.0+773229" , "5BZBJ1419+7732" , "14 19 00.3" , "+77 32 29.0" , "8.3" , "0.36" , "-11.7" , 0.79 , "4FGL J1418.9+7731" , "1.91" , "2WHSPJ141900.3+773229"
1314 , "3HSPJ141905.1+133346" , "" , "14 19 05.08" , "+13 33 46.0" , "13.2" , "" , "-12.4" , 0.16 , "" , "" , "2WHSPJ141904.9+133346"
1315 , "3HSPJ141927.5+044513" , "5BZBJ1419+0445" , "14 19 27.48" , "+04 45 12.99" , "26.6" , "0.04" , "-12.1" , 0.32 , "4FGL J1419.3+0444" , "1.75" , ""
1316 , "3HSPJ142041.6+554450" , "" , "14 20 41.61" , "+55 44 49.99" , "9.9" , "0.04" , "-13?" , 0.04 , "" , "" , "2WHSPJ142041.5+554449"
1317 , "3HSPJ142227.4+233740" , "" , "14 22 27.42" , "+23 37 40.0" , "17.2" , "0.08" , "-12.7" , 0.08 , "" , "" , "2WHSPJ142227.4+233740"
1318 , "3HSPJ142238.9+580155" , "5BZBJ1422+5801" , "14 22 38.87" , "+58 01 54.98" , "13.3" , "1.83" , "-11.3" , 2 , "4FGL J1422.6+5801" , "2.02" , "2WHSPJ142238.8+580154"
1319 , "3HSPJ142320.6+053000" , "" , "14 23 20.64" , "+05 30 00.0" , "10.9" , "0.09" , "-12.7" , 0.08 , "" , "" , "2WHSPJ142320.5+053000"
1320 , "3HSPJ142412.4-175008" , "" , "14 24 12.35" , "-17 50 08.01" , "13.1" , "0.16" , "-11.9" , 0.5 , "4FGL J1424.1-1750" , "2.17" , ""
1321 , "3HSPJ142421.2+370552" , "5BZGJ1424+3705" , "14 24 21.19" , "+37 05 52.0" , "79.2" , "0.16" , "-12.3" , 0.2 , "" , "" , "2WHSPJ142421.1+370552"
1322 , "3HSPJ142422.9+343356" , "5BZBJ1424+3433" , "14 24 22.91" , "+34 33 56.01" , "10.1" , "0.45" , "-12" , 0.4 , "" , "" , "2WHSPJ142422.9+343356"
1323 , "3HSPJ142452.7-143101" , "" , "14 24 52.68" , "-14 31 00.98" , "4.7" , "0.15" , "-12.3" , 0.2 , "" , "" , "2WHSPJ142452.6-143100"
1324 , "3HSPJ142508.0+664938" , "" , "14 25 08.1" , "+66 49 37.99" , "4.4" , "0.04" , "-12.8" , 0.06 , "" , "" , "2WHSPJ142508.0+664937"
1325 , "3HSPJ142526.2-011825" , "5BZBJ1425-0118" , "14 25 26.17" , "-01 18 24.98" , "9.9" , "" , "-12.6" , 0.1 , "4FGL J1425.4-0119" , "1.76" , ""
1326 , "3HSPJ142645.5+241523" , "5BZBJ1426+2415" , "14 26 45.52" , "+24 15 23.0" , "6.5" , "" , "-12.1" , 0.32 , "" , "" , "2WHSPJ142645.4+241523"
1327 , "3HSPJ142659.5-255833" , "" , "14 26 59.52" , "-25 58 32.98" , "15" , "0.78" , "-11.9" , 0.5 , "" , "" , "2WHSPJ142659.5-255832"
1328 , "3HSPJ142710.5+054130" , "" , "14 27 10.51" , "+05 41 30.01" , "22.2" , "0.4" , "-12" , 0.4 , "" , "" , "2WHSPJ142710.4+054130"
1329 , "3HSPJ142723.0+590730" , "" , "14 27 23.02" , "+59 07 30.0" , "8.4" , "0.03" , "-13?" , 0.04 , "" , "" , "2WHSPJ142722.9+590730"
1330 , "3HSPJ142725.9-182303" , "" , "14 27 25.92" , "-18 23 03.01" , "47.9" , "" , "-12.2?" , 0.25 , "4FGL J1427.4-1823" , "1.96" , ""
1331 , "3HSPJ142739.6-252103" , "" , "14 27 39.59" , "-25 21 02.98" , "3.7" , "0.82" , ">-12.1" , 0.32 , "" , "" , "2WHSPJ142739.6-252103"
1332 , "3HSPJ142745.9+390832" , "5BZGJ1427+3908" , "14 27 45.89" , "+39 08 31.99" , "7.4" , "0.06" , "-12.6" , 0.1 , "" , "" , "2WHSPJ142745.8+390831"
1333 , "3HSPJ142829.9+743002" , "" , "14 28 29.88" , "+74 30 02.01" , "35.7" , "0.08" , "-12.5" , 0.13 , "4FGL J1428.8+7429" , "1.76" , "2WHSPJ142829.8+743002"
1334 , "3HSPJ142832.6+424021" , "5BZBJ1428+4240" , "14 28 32.62" , "+42 40 20.99" , "58.9" , "10.22" , "-10.7" , 7.94 , "4FGL J1428.5+4240" , "1.57" , "2WHSPJ142832.5+424020"
1335 , "3HSPJ142904.1+120410" , "5BZBJ1429+1204" , "14 29 04.6" , "+12 04 09.98" , "8.3" , "0.57" , "-12.2?" , 0.25 , "" , "" , "2WHSPJ142904.6+120409"
1336 , "3HSPJ142918.2-013854" , "" , "14 29 18.17" , "-01 38 53.98" , "15.8" , "0.29" , "-12.3" , 0.2 , "" , "" , "2WHSPJ142918.1-013853"
1337 , "3HSPJ143005.0+412707" , "" , "14 30 05.01" , "+41 27 06.98" , "31.7" , "0.12" , "-12.4" , 0.16 , "" , "" , "2WHSPJ143004.9+412706"
1338 , "3HSPJ143109.6+271020" , "" , "14 31 09.59" , "+27 10 19.99" , "23" , "0.25" , "-12.4" , 0.16 , "" , "" , "2WHSPJ143109.5+271019"
1339 , "3HSPJ143117.5+110833" , "" , "14 31 17.47" , "+11 08 33.0" , "11.5" , "0.19" , "-12.4" , 0.16 , "" , "" , "2WHSPJ143117.3+110833"
1340 , "3HSPJ143211.6+764355" , "" , "14 32 11.62" , "+76 43 54.98" , "14" , "0.08" , "-12.4" , 0.16 , "4FGL J1432.8+7648" , "2.32" , "2WHSPJ143211.5+764354"
1341 , "3HSPJ143327.1+244117" , "5BZBJ1433+2441" , "14 33 27.6" , "+24 41 17.01" , "19.3" , "0.24" , "-12.3" , 0.2 , "" , "" , "2WHSPJ143327.6+244117"
1342 , "3HSPJ143342.8-730438" , "" , "14 33 42.76" , "-73 04 37.99" , "165.6" , "1.46" , ">-11.3" , 2 , "1BIGB_J143342.7-730437" , "1.26" , "2WHSPJ143342.7-730437"
1343 , "3HSPJ143441.5+664026" , "" , "14 34 41.46" , "+66 40 26.0" , "9.9" , "0.05" , "-12.4" , 0.16 , "4FGL J1434.8+6640" , "1.52" , ""
1344 , "3HSPJ143555.0+395729" , "" , "14 35 54.97" , "+39 57 29.01" , "28.3" , "0.03" , "-12.7" , 0.08 , "" , "" , "2WHSPJ143554.8+395729"
1345 , "3HSPJ143657.8+563925" , "5BZBJ1436+5639" , "14 36 57.76" , "+56 39 24.98" , "21.4" , "1.05" , "-11.6" , 1 , "4FGL J1436.9+5638" , "1.98" , "2WHSPJ143657.7+563924"
1346 , "3HSPJ143803.2-031511" , "" , "14 38 03.22" , "-03 15 11.01" , "5" , "0.14" , "-12.5" , 0.13 , "" , "" , "2WHSPJ143803.1-031511"
1347 , "3HSPJ143824.0+085724" , "" , "14 38 24.04" , "+08 57 24.01" , "58.7" , "0.12" , "-12.7?" , 0.08 , "" , "" , "2WHSPJ143823.9+085724"
1348 , "3HSPJ143825.6+120418" , "5BZBJ1438+1204" , "14 38 25.57" , "+12 04 18.01" , "31.7" , "0.28" , "-12.1" , 0.32 , "1BIGB_J143825.4+120418" , "2.02" , "2WHSPJ143825.4+120418"
1349 , "3HSPJ143917.5+393242" , "5BZBJ1439+3932" , "14 39 17.47" , "+39 32 42.0" , "42.9" , "1.16" , "-11.2" , 2.51 , "4FGL J1439.3+3932" , "1.77" , "2WHSPJ143917.3+393242"
1350 , "3HSPJ143921.2-124312" , "" , "14 39 21.22" , "-12 43 12.0" , "2.8" , "" , "-12" , 0.4 , "" , "" , "2WHSPJ143921.1-124312"
1351 , "3HSPJ143924.4+390411" , "" , "14 39 24.41" , "+39 04 10.99" , "2.4" , "0.11" , "-12.4" , 0.16 , "" , "" , "2WHSPJ143924.4+390410"
1352 , "3HSPJ143932.0+064015" , "" , "14 39 32.02" , "+06 40 14.98" , "13.3" , "0.1" , "-12?" , 0.4 , "" , "" , "2WHSPJ143931.9+064014"
1353 , "3HSPJ143950.9-395518" , "" , "14 39 50.86" , "-39 55 18.01" , "24.4" , "2.04" , "-11.6" , 1 , "4FGL J1439.9-3953" , "1.86" , "2WHSPJ143950.8-395518"
